t,omega1,omega2,omega3,q0,q1,q2,q3,roll,pitch,yaw,omegaw1,omegaw2,omegaw3,qw0,qw1,qw2,qw3,rollw,pitchw,yaww
2.400000000000001,1.6755176072264447e-8,1.8174706704929073e-8,1.3962640868707104e-8,0.9999992250450511,-4.5988603924118586e-7,-0.0012717296059312918,-5.522259902795171e-7,-5.277967901315784e-5,-0.14572956465305614,-6.334763035964668e-5,3.047852326507227e-5,-3.0443593382295075e-5,4.5706597321068705e-5,0.5773494191902714,0.00016332481238367488,-0.0009771483998796183,-0.00016091138737034318,0.14147034035739223,0.09701123589307267,0.015968746348972676
2.500000000000001,1.745330918337012e-8,1.8930291505510383e-8,1.4544417650772536e-8,0.9999991576921121,-4.998690464477471e-7,-0.0013246912115691288,-6.00258014446168e-7,-5.737206115901965e-5,-0.15179852447386896,-6.88605845552045e-5,3.0479221398183374e-5,-3.0442837797494494e-5,4.5707179097850775e-5,0.5773334727070905,-0.0008282989154704426,0.004325337699077231,0.0008424305394356069,-0.18756716416247815,-0.4289762820860715,-0.08360453659135958
2.600000000000001,1.8151442391982397e-8,1.9685740792248482e-8,1.512619444260018e-8,0.9999990875371008,-5.415171262469571e-7,-0.0013776506490515703,-6.502929197911919e-7,-6.215614861774836e-5,-0.15786723625015012,-7.460380367920068e-5,3.0479919531391986e-5,-3.0442082348207755e-5,4.57077608746426e-5,0.5773500920275463,-0.0002627482207459763,0.00036814737533592297,0.0002620497850718869,0.10861775839231472,-0.03658403629260849,-0.02600562683164525
2.700000000000001,1.8849575702208406e-8,2.0441054571846112e-8,1.5707971244581797e-8,0.9999990145803601,-5.848302076523232e-7,-0.0014306079186187336,-7.023308300992745e-7,-6.71319699462408e-5,-0.1639357000263282,-8.057733248064669e-5,3.0480617664702208e-5,-3.044132703442816e-5,4.570834265144458e-5,0.5773437614148264,0.0002463822628247139,0.002730161990437662,-0.0002437813142993529,-0.05452455216569493,-0.2709633715573423,0.024192942803257504
2.800000000000001,1.9547709118156438e-8,2.1196232851011075e-8,1.628974805710862e-8,0.9999989388222331,-6.298082196654613e-7,-0.0014835630205107528,-7.563718691595029e-7,-7.229955370975661e-5,-0.17000391584682753,-8.678121571650698e-5,3.048131579811816e-5,-3.044057185614899e-5,4.570892442825711e-5,0.577344655731577,0.0011043892317333063,0.0022939389584190153,-0.0011037705345078614,-0.01523458205185476,-0.22767890000732355,0.1095382768581787
2.9000000000000012,2.0245842643935977e-8,2.1951275636456246e-8,1.6871524880571367e-8,0.9999988602630626,-6.764510912760978e-7,-0.001536515954967779,-8.124161607653733e-7,-7.765892848192059e-5,-0.17607188375606783,-9.321549815170264e-5,3.048201393164394e-5,-3.0439816813363547e-5,4.570950620508058e-5,0.5773465571294385,-0.0019819063229173078,0.0005986246277724067,0.001980769796489721,0.10833744551672976,-0.05977920405834646,-0.19657057521222707
3.0000000000000013,2.0943976283657687e-8,2.2706182934899566e-8,1.7453301715360214e-8,0.9999987789031913,-7.24758751462073e-7,-0.0015894667222299795,-8.704638287148005e-7,-8.321012284472458e-5,-0.18213960379846425,-9.98802245591149e-5,3.048271206528366e-5,-3.04390619060651e-5,4.571008798191536e-5,0.5773475608775755,-0.00028090787450497576,0.0017459589953532628,0.0002820688352907987,-0.03814272383325081,-0.17324932601422918,-0.0279924249833735
3.1000000000000014,2.164211004143341e-8,2.3460954753064035e-8,1.8035078561864827e-8,0.9999986947429619,-7.74731129189343e-7,-0.0016424153225375394,-9.305149968101259e-7,-8.895316538852988e-5,-0.1882070760184273,-0.00010677543971958866,3.0483410199041434e-5,-3.043830713424694e-5,4.571066975876186e-5,0.5773474957276382,-0.0014055707992905594,0.0011076466432910087,0.001404522064932943,0.054082007465837675,-0.1100540154403273,-0.13938409220519837
3.2000000000000015,2.2340243921376164e-8,2.4215591097677724e-8,1.861685542047434e-8,0.9999986077827169,-8.263681534119829e-7,-0.0016953617561306597,-9.925697888581267e-7,-9.488808471206922e-5,-0.19427430046036312,-0.00011390118842193594,3.048410833292138e-5,-3.0437552497902324e-5,4.5711251535620474e-5,0.5773470594414001,0.0018703349177860778,0.0004562181465134918,-0.0018697883231669672,-0.06840463475821873,-0.04549654951227533,0.18555674877205752
3.3000000000000016,2.3038377927600152e-8,2.4970091975473755e-8,1.919863229157735e-8,0.9999985180227986,-8.796697530721891e-7,-0.0017483060232495586,-1.0566283286700236e-6,-0.00010101490942244893,-0.2003412771686732,-0.00012125751546293934,3.0484806466927603e-5,-3.043679799702453e-5,4.571183331249158e-5,0.5773459392497772,-0.0007742006124334245,0.002097707924804839,0.0007748235542249252,-0.017155344618892756,-0.20815256464663623,-0.07689342858008
3.4000000000000017,2.3736512064220764e-8,2.5724457393190315e-8,1.9780409175561955e-8,0.9999984254635494,-9.346358571002822e-7,-0.0018012481241344706,-1.1226907400614905e-6,-0.00010733366813515115,-0.2064080061877545,-0.0001288444656473558,3.0485504601064224e-5,-3.0436043631606813e-5,4.571241508937556e-5,0.5773457834476634,-0.0005417260599311087,0.002210475381763388,0.0005412485079235762,0.012275049489801208,-0.21937803457399896,-0.05371349036311725
3.5000000000000018,2.4434646335354548e-8,2.647868735757066e-8,2.0362186072815697e-8,0.9999983301053116,-9.91266394414709e-7,-0.001854188059025647,-1.1907571468526622e-6,-0.000113844389474036,-0.21247448756199935,-0.0001366620837879199,3.0486202735335358e-5,-3.0435289401642434e-5,4.5712996866272816e-5,0.5773402630459219,-0.0018039193114925943,0.002880950280142965,0.0017982962838015775,0.11131573186675524,-0.286253150055158,-0.17846406634289233
3.600000000000002,2.5132780745119247e-8,2.7232781875363082e-8,2.0943962983725612e-8,0.9999982319484271,-1.0495612939220461e-6,-0.0019071258281633562,-1.2608276728681434e-6,-0.00012054710207134353,-0.21854072133579577,-0.0001447104147053474,3.048690086974512e-5,-3.043453530712464e-5,4.5713578643183723e-5,0.5773487673769343,-0.0006113608667500116,0.001166353101942725,0.0006114054101043435,-0.0022494513687582323,-0.11574575308951109,-0.06067554133734237
3.700000000000002,2.5830915297633773e-8,2.7986740953320945e-8,2.1525739908678205e-8,0.9999981309932379,-1.1095204845170017e-6,-0.0019600614317878823,-1.3329024419370171e-6,-0.00012744183456769615,-0.22460670755352677,-0.00015298950322833882,3.0487599004297635e-5,-3.043378134804668e-5,4.571416042010868e-5,0.5773434997156539,-0.0010690642457865213,0.002583364289574128,0.0010740978974378501,-0.11192352273866708,-0.256164661993659,-0.1065937822829204
3.800000000000002,2.6529049997018214e-8,2.8740564598202658e-8,2.2107516848059455e-8,0.9999980272400859,-1.1711438950824184e-6,-0.002012994870139526,-1.4069815778928534e-6,-0.0001345286156121006,-0.23067244625957126,-0.00016149939419358303,3.048829713899702e-5,-3.04330275244018e-5,4.571474219704806e-5,0.5773402788220391,0.0016887396894232109,0.002946852776240612,-0.0016789038400098733,-0.19063067464870312,-0.29300190779507695,0.16661554894547823
3.900000000000002,2.7227184847393845e-8,2.949425281677169e-8,2.268929380225481e-8,0.9999979206893129,-1.2344314544892763e-6,-0.0020659261434586057,-1.483065204573718e-6,-0.0001418074738619502,-0.2367379374983033,-0.0001702401324457605,3.0488995273847397e-5,-3.0432273836183234e-5,4.571532397400226e-5,0.5773476474255494,0.00142238451084013,0.0010020817431734236,-0.0014210799544495422,-0.07439894180444183,-0.0996293877551917,0.14102724552071055
4.000000000000002,2.7925319852883102e-8,3.0247805615796554e-8,2.32710707716492e-8,0.9999978113412605,-1.2993830915966949e-6,-0.002118855251985455,-1.5611534458221808e-6,-0.00014927843798302705,-0.24280318131409248,-0.00017921176283754717,3.0489693408852885e-5,-3.0431520283384206e-5,4.5715905750971646e-5,0.5773378082080283,0.0012548105979991976,0.0035796644041703072,-0.0012496662751608158,-0.08193422310592433,-0.35542398729236013,0.12401841024378885
4.100000000000001,2.86234550176096e-8,3.1001223002050815e-8,2.3852847756627026e-8,0.9999976991962702,-1.365998735251936e-6,-0.002171782195960424,-1.641246425485324e-6,-0.00015694153664950387,-0.2488681777513039,-0.0001884143302296178,3.049039154401761e-5,-3.0430766865997954e-5,4.5716487527956625e-5,0.5773442073508936,-0.00046624944416505496,0.0026042624977920844,0.0004701886040495649,-0.0867815618335547,-0.25837560532169274,-0.0466616377561074
4.200000000000001,2.9321590345698142e-8,3.175450498231309e-8,2.4434624757572162e-8,0.9999975842546835,-1.4342783142904068e-6,-0.0022247069756238793,-1.7233442674147518e-6,-0.00016479679854394653,-0.2549329268542976,-0.0001978478794906493,3.04910896793457e-5,-3.0430013584017688e-5,4.5717069304957575e-5,0.5773377865980641,-0.0008030831883751219,0.003710600594777618,0.0008061192346622657,-0.047141124201252556,-0.36817436617609206,-0.08000033516337
4.300000000000001,3.001972584127469e-8,3.250765156336703e-8,2.5016401774867953e-8,0.9999974665168417,-1.504221757535662e-6,-0.0022776295912162047,-1.8074470954665977e-6,-0.00017284425235731624,-0.26099742866742986,-0.00020751245549732457,3.049178781484128e-5,-3.0429260437436638e-5,4.571765108197487e-5,0.5773380228379555,0.002876966285203243,0.0024215251159751777,-0.0028799121163512434,0.07035038279912004,-0.2399632503265995,0.2858039718878507
4.4,3.071786150846637e-8,3.326066275200135e-8,2.5598178808897224e-8,0.9999973459830861,-1.5758289937994058e-6,-0.002330550042977799,-1.8935550335015341e-6,-0.0001810839267889713,-0.2670616832350516,-0.00021740810313433602,3.049248595050847e-5,-3.0428507426248003e-5,4.5718232859008895e-5,0.577339152550977,0.001054673002799099,0.0034240224751357026,-0.0010563732524615389,0.028764088459542706,-0.3397473489165502,0.10483557677722435
4.5,3.1415997351401515e-8,3.401353855500979e-8,2.617995586004227e-8,0.9999972226537577,-1.6490999518814963e-6,-0.0023834683311490783,-1.98166820538478e-6,-0.00018951585054666965,-0.2731256906015095,-0.00022753486729438883,3.0493184086351405e-5,-3.0427754550444992e-5,4.5718814636060044e-5,0.5773438948424849,-0.00032408318672153024,0.0026935833996586593,0.0003343676265280225,-0.21889073560763972,-0.2671853536115745,-0.03318275067119677
4.6,3.21141333742096e-8,3.476627897919115e-8,2.676173292868486e-8,0.9999970965291975,-1.7240345605699464e-6,-0.0024363844559704743,-2.071786734986111e-6,-0.0001981400523465709,-0.27918945081114566,-0.00023789279287820454,3.0493882222374213e-5,-3.042700181002081e-5,4.571939641312869e-5,0.5773452766661747,0.0006081036468880056,0.00232272567167606,-0.0006109616537107985,0.07063314100741949,-0.2304317021974348,0.06063186981270607
4.699999999999999,3.2812269581021283e-8,3.551888403134925e-8,2.734351001520624e-8,0.9999969676097465,-1.800632748640927e-6,-0.0024892984176824347,-2.1639107461798653e-6,-0.00020695656091323836,-0.28525296390829746,-0.0002484819247945249,3.0494580358581023e-5,-3.0426249204968652e-5,4.57199781902152e-5,0.5773380860738524,0.0011593071601257434,0.003567030813284445,-0.0011683614329526882,0.14585327732778147,-0.35369836884247896,0.11594958520939642
4.799999999999999,3.35104059759684e-8,3.627135371829297e-8,2.7925287119987123e-8,0.9999968358957454,-1.87889444485877e-6,-0.0025422102165254244,-2.258040362844955e-6,-0.00021596540497964176,-0.29131622993729794,-0.0002593023079601149,3.049527849497597e-5,-3.042549673528171e-5,4.5720559967319986e-5,0.5773459018364075,-0.0017943026334052603,0.0013503496208179403,0.001796290816569085,-0.08465006993589648,-0.13374521076547286,-0.17826330272694538
4.899999999999999,3.420854256318394e-8,3.702368804683621e-8,2.8507064243407708e-8,0.9999967013875348,-1.95881957797597e-6,-0.0025951198527399233,-2.3541757088648734e-6,-0.00022516661328715842,-0.2973792489424752,-0.00027035398729976677,3.0495976631563187e-5,-3.0424744400953167e-5,4.572114174444341e-5,0.5773434217799717,-0.0005162206762460929,0.002764086999474959,0.0005142345636871551,0.04104450148373768,-0.2743436693585771,-0.05103283732210622
4.999999999999998,3.490667934680208e-8,3.777588702379792e-8,2.908884138584765e-8,0.9999965640854553,-2.0404080767331884e-6,-0.0026480273265664283,-2.452316908127703e-6,-0.00023456021458557647,-0.30344202096815304,-0.00028163700774630306,3.0496674768346806e-5,-3.0423992201976202e-5,4.572172352158585e-5,0.5773447177595057,-2.3375208168840054e-5,0.0025317310539309645,2.0927206130270762e-5,0.05539612997973268,-0.25124998801216725,-0.0020768199302606295
5.099999999999998,3.560481633095816e-8,3.8527950656002086e-8,2.9670618547686093e-8,0.9999964239898474,-2.123659869859254e-6,-0.0027009326382454514,-2.5524640845261255e-6,-0.0002441462376330964,-0.3095045460586503,-0.0002931514142405806,3.0497372905330963e-5,-3.0423240138344e-5,4.572230529874769e-5,0.5773422028870276,0.001109508996404848,0.00284307732471434,-0.0011124090519179218,0.058727421808900025,-0.2820334797358557,0.11039603092467334
5.1999999999999975,3.630295351978868e-8,3.927987895027771e-8,3.025239572930164e-8,0.9999962811010515,-2.2085748860711678e-6,-0.0027538357880175215,-2.6546173619574294e-6,-0.0002539247111963335,-0.3155668242582814,-0.0003048972517314937,3.0498071042519793e-5,-3.0422488210049723e-5,4.57228870759293e-5,0.5773446989954293,-0.0002713474012805033,0.0025215562255173,0.00027644030608530313,-0.11579555469316606,-0.25018320524282317,-0.027433987540795245
5.299999999999997,3.7001090917431335e-8,4.003167191345885e-8,3.08341729310724e-8,0.9999961354194078,-2.2951530540741033e-6,-0.0028067367761231833,-2.7587768643235184e-6,-0.0002638956640503197,-0.3216288556113563,-0.0003168745651759779,3.0498769179917433e-5,-3.0421736417086544e-5,4.572346885313107e-5,0.5773339469399091,0.0016854332732071406,0.0040007947711928615,-0.0016812045356451573,-0.05996837709436507,-0.3972155306674417,0.16684570008327265
5.399999999999997,3.769922852802496e-8,4.078332955238457e-8,3.14159501533759e-8,0.9999959869452564,-2.3833943025614115e-6,-0.002859635602802997,-2.8649427155309206e-6,-0.00027405912497850617,-0.32769064016218014,-0.00032908339953901313,3.0499467317528025e-5,-3.0420984759447618e-5,4.5724050630353376e-5,0.5773447236403858,0.0006446665948875358,0.0024470028445836146,-0.0006456046634533062,0.022101451178067513,-0.24281487659448137,0.06406990268301321
5.4999999999999964,3.839736635570957e-8,4.1534851873898976e-8,3.19977273965892e-8,0.9999958356789372,-2.473298560214621e-6,-0.0029125322682975385,-2.9731150394907967e-6,-0.00028441512277276536,-0.33375217795505324,-0.0003415237997936279,3.0500165455355714e-5,-3.0420233237126105e-5,4.572463240759659e-5,0.5773333815746169,-0.0004134706380935685,0.004396463918039787,0.00041517194208028866,-0.022329089527184556,-0.4362900281460345,-0.04120254469559792
5.599999999999996,3.9095504404626344e-8,4.22862388848512e-8,3.2579504661088786e-8,0.9999956816207903,-2.5648657557034433e-6,-0.0029654267728474004,-3.0832939601189487e-6,-0.00029496368623339295,-0.339813469034272,-0.00035419581092090244,3.050086359340463e-5,-3.041948185011515e-5,4.572521418486109e-5,0.5773390760267558,-0.00268333605152792,0.0023925579490626267,0.0026837660554776283,-0.010850309987823402,-0.237388435511842,-0.2663381398984359
5.699999999999996,3.979364267891763e-8,4.30374905920954e-8,3.3161281947250645e-8,0.9999955247711555,-2.658095817685773e-6,-0.003018319116693191,-3.1954796013358284e-6,-0.00030570484416911044,-0.34587451344412734,-0.0003670994779099717,3.050156173167892e-5,-3.041873059840791e-5,4.572579596214725e-5,0.5773261142545334,0.00010194101805454936,0.005280221692676529,-9.2923249341662e-5,-0.09780826542549648,-0.5240289889603822,0.009222018079900283
5.799999999999995,4.0491781182726946e-8,4.378860700249075e-8,3.374305925545023e-8,0.9999953651303723,-2.7529886748076916e-6,-0.0030712093000755335,-3.3096720870665454e-6,-0.00031663862539706676,-0.3519353112289059,-0.0003802348457580298,3.050225987018273e-5,-3.0417979481997514e-5,4.5726377739455453e-5,0.5773431960867668,0.00022245684593652856,0.0028491715642275646,-0.00021869082834451547,-0.0756757964962431,-0.28277969119453933,0.021702975714128027
5.899999999999995,4.118991992019897e-8,4.453958812290148e-8,3.432483658606246e-8,0.9999952026987805,-2.8495442557034703e-6,-0.0031240973232350678,-3.4258715412408768e-6,-0.00032776505874284126,-0.35799586243289017,-0.00039360195947033347,3.0502958008920203e-5,-3.04172285008771e-5,4.572695951678606e-5,0.5773457761806225,0.00014124374664924798,0.002273347736620486,-0.00014611054799540293,0.12269611093278046,-0.225575350203163,0.014500011782359575
5.999999999999995,4.188805889547954e-8,4.529043396019679e-8,3.490661393946175e-8,0.9999950374767195,-2.9477624889955714e-6,-0.0031769831864124493,-3.544078087793274e-6,-0.000339084173040445,-0.36405616710035715,-0.00040720086406020493,3.0503656147895483e-5,-3.0416477655039804e-5,4.5727541294139466e-5,0.5773436179034683,-0.0009734294957683983,0.0025947320640511075,0.0009730868567495951,0.007348812275280408,-0.25751285029433174,-0.09656941794062603
6.099999999999994,4.258619811271568e-8,4.604114452125093e-8,3.548839131602196e-8,0.9999948694645285,-3.047643303294653e-6,-0.0032298668898483487,-3.664291850662874e-6,-0.00035059599713232364,-0.37011622527557964,-0.0004210316045490357,3.0504354287112717e-5,-3.0415726944478754e-5,4.5728123071516025e-5,0.5773267919577795,0.0004964632320962264,0.005182870375714524,-0.0004905593836710961,-0.06504400106786026,-0.5144067960503262,0.048684706758845335
