t,omega1,omega2,omega3,q0,q1,q2,q3,roll,pitch,yaw,omegaw1,omegaw2,omegaw3,qw0,qw1,qw2,qw3,rollw,pitchw,yaww
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.0461768089000004e-5,-3.0461768089000004e-5,4.56926346802e-5,0.5773492807816742,0.0003572948970666228,-0.001006804138541785,-0.0003570472494625859,0.014061762558970702,0.09992324308940603,0.03543315263179907
0.1,6.981320000000002e-10,7.588391304347827e-10,5.817766666666667e-10,1.0,0.0,-5.301371335791078e-5,0.0,0.0,-0.006074926229933269,0.0,3.0462466221000002e-5,-3.0461009249869566e-5,4.569321645686666e-5,0.5773479236342869,-0.0005248431372181113,0.0015597910733585881,0.0005272278655527793,-0.08769143640213854,-0.15471283038668243,-0.0523218889435748
0.2,1.3962639992917503e-9,1.5175425876851378e-9,1.1635533335356906e-9,0.9999999971896615,-1.6667726940933825e-9,-0.00010602525280277808,-1.9999116438110707e-9,-1.9102245066995385e-7,-0.01214960334769294,-2.2919332897067488e-7,3.0463164352999295e-5,-3.0460250546412315e-5,4.569379823353354e-5,0.577348775094753,-0.0008710952311572294,0.0009830681664567257,0.0008709023703223403,0.011165866032882587,-0.09757593759961043,-0.0864278445454456
0.30000000000000004,2.094396001953842e-9,2.2761103783317078e-9,1.745330001011436e-9,0.9999999915693301,-5.000247381980823e-9,-0.00015903461857430252,-5.999858613081419e-9,-5.730957088359861e-7,-0.018224031397815605,-6.876245461013778e-7,3.046386248500196e-5,-3.045949197862167e-5,4.5694380010201014e-5,0.5773497611536716,-0.0003869082411525353,-0.0006610076735817834,0.0003864837975287002,-0.03676167874199284,0.06562254814438137,-0.03835438506904995
0.4,2.792528012066062e-9,3.0345425089602397e-9,2.3271066694977422e-9,0.9999999831393513,-1.000035335140785e-8,-0.00021204181091220248,-1.1999964593653126e-8,-1.1462481396361317e-6,-0.02429821042483338,-1.3753382184504387e-6,3.046456061701207e-5,-3.0458733546491042e-5,4.56949617868695e-5,0.5773385195473579,0.001056766521281424,0.003528515937016195,-0.0010619902288605246,0.08516296780232593,-0.3500137304995408,0.1053931256388078
0.5,3.4906600337093897e-9,3.792838986161583e-9,2.9088833393979254e-9,0.9999999719000707,-1.6667019878167495e-8,-0.0002650468300562141,-2.0000353275570798e-8,-1.9105081165224457e-6,-0.030372140473273947,-2.2923789209486647e-6,3.0465258749033715e-5,-3.045797525001384e-5,4.56955435635394e-5,0.5773465982165031,-0.0017943107077619887,-0.0010096089584433476,0.0017928816423108144,-0.08084247581071147,0.10044450356613886,-0.17792476497845613
0.6,4.188792070966e-9,4.550999816531688e-9,3.4906600111147746e-9,0.9999999578518336,-2.5000176226102947e-8,-0.00031804967624609123,-3.000114835309022e-8,-2.865904021263111e-6,-0.03644582158766051,-3.438791236402831e-6,3.046595688107097e-5,-3.045721708918347e-5,4.5696125340211115e-5,0.5773501172322854,-0.0002670208287992294,0.00032274614911984224,0.0002677350393671807,-0.1269146688579593,-0.031970310814354794,-0.026569826022556333
0.7,4.886924127919259e-9,5.309025006671608e-9,4.072436685050555e-9,0.9999999409949852,-3.499975164711021e-8,-0.0003710503497216054,-4.200247352468702e-8,-4.012464243944552e-6,-0.042519253812511815,-4.814619755499187e-6,3.0466655013127924e-5,-3.0456459063993332e-5,4.569670711688505e-5,0.5773498976481933,-0.00021382305789389733,0.0006191111806627756,0.000215462897132687,-0.15184044384595502,-0.06138368683674965,-0.02138238620758147
0.7999999999999999,5.585056208653727e-9,6.066914563187491e-9,4.654213361607009e-9,0.9999999213298707,-4.666567538114074e-8,-0.0004240488507225458,-5.6004452493065285e-8,-5.350217182973547e-6,-0.04859243719234214,-6.419909076806953e-6,3.0467353145208654e-5,-3.0455701174436813e-5,4.5697288893561606e-5,0.5773478567592603,0.00011871787303301049,-0.0016647927464902967,-0.00011885932367332674,-0.004885211083120555,0.1652119886795982,0.01179555767182926
0.8999999999999999,6.283188317255156e-9,6.824668492690583e-9,5.235990041185351e-9,0.9999998988568352,-5.99978766562041e-8,-0.00047704517948871913,-7.200720896516625e-8,-6.8791912450793395e-6,-0.05466537177166128,-8.254703806781815e-6,3.046805127731726e-5,-3.0454943420507314e-5,4.5697870670241186e-5,0.5773478026230056,0.0016666159875882052,-0.0002655764864157827,-0.0016659292529197084,0.14693553920018443,0.026779786582233605,0.1653257948648052
0.9999999999999999,6.981320457810488e-9,7.582286801797227e-9,5.817766724186271e-9,0.9999998735762233,-7.499628468837064e-8,-0.0005300393362599497,-9.001086665217692e-8,-8.599414845315763e-6,-0.06073805759497459,-1.0319048559769437e-5,3.0468749409457813e-5,-3.0454185802198205e-5,4.569845244692419e-5,0.5773498974535919,-0.000432637423660364,0.0004920045935326884,0.00043196350939762683,0.07841440172719964,-0.04888489399582581,-0.04286774853999657
1.0999999999999999,7.679452634407859e-9,8.339769497128858e-9,6.3995434110099355e-9,0.9999998454883802,-9.166082868177407e-8,-0.0005830313212760794,-1.1001554926953871e-7,-1.051091640706334e-5,-0.06681049470678291,-1.2612987958008948e-5,3.046944754163441e-5,-3.0453428319502876e-5,4.569903422361101e-5,0.5773501080639812,-0.0003388806815126975,0.000266855253658793,0.00033880299781150137,0.016668411402802154,-0.026492299723275884,-0.03362255640489656
1.2,8.37758485113659e-9,9.097116585312005e-9,6.981320102055986e-9,0.9999998145936503,-1.0999143782861417e-7,-0.0006360211347769677,-1.320213805369561e-7,-1.2613724362031424e-5,-0.07288268315158263,-1.5136566631636457e-5,3.047014567385114e-5,-3.0452670972414693e-5,4.569961600030206e-5,0.5773449159902286,-0.00045224712973483813,0.002444746633669411,0.00045198930218520066,0.0059474923594921006,-0.24262024663276482,-0.04485548006428898
1.3,9.0757171120872e-9,9.854328072978288e-9,7.563096797723537e-9,0.9999997808923783,-1.2998804130915943e-7,-0.0006890087770024911,-1.560284841784052e-7,-1.4907867150260292e-5,-0.0789546229738656,-1.788982921868854e-5,3.0470843806112088e-5,-3.0451913760927025e-5,4.570019777699773e-5,0.5773501441108844,-0.000312578230442587,0.00021615578741436737,0.00031232796156057606,0.06627682193205084,-0.02148700699350409,-0.030995192184280988
1.4000000000000001,9.773849421351391e-9,1.0611403966764415e-8,8.144873498411178e-9,0.9999997443849087,-1.5165056829174968e-7,-0.0007419942481925439,-1.820369839221426e-7,-1.7393373220123302e-5,-0.08502631421811926,-2.0872820365105765e-5,3.0471541938421355e-5,-3.0451156685033238e-5,4.5700779553698415e-5,0.577350266041819,5.376197882498253e-5,2.7284128007014217e-5,-5.378240461170129e-5,0.04292531539657373,-0.0027036581495128225,0.00533732479308239
1.5000000000000002,1.0471981783022055e-8,1.136834427331218e-8,8.726650204516979e-9,0.9999997050715859,-1.7497894793279873e-7,-0.0007949775485870379,-2.1004700350071372e-7,-2.007027102832897e-5,-0.0910977569288265,-2.4085584724736177e-5,3.0472240070783022e-5,-3.0450399744726688e-5,4.570136133040452e-5,0.5773500887405449,-0.00015611859053663005,-0.00042894242469624093,0.00015576385579090096,-0.04737067365345501,0.042580718999805964,-0.015457890604226476
1.6000000000000003,1.1170114201193273e-8,1.2125148999268473e-8,9.308426916438476e-9,0.999999662952754,-1.99973109376797e-7,-0.0008479586784259017,-2.400586666509616e-7,-2.2938589039923137e-5,-0.0971689511504658,-2.752816695933881e-5,3.0472938203201196e-5,-3.0449642940000735e-5,4.570194310711644e-5,0.5773483479312526,5.4298856782769556e-5,0.0014884643162513026,-5.6964617326475304e-5,0.10262442886726633,-0.14770433825858018,0.00565314393384529
1.7000000000000004,1.1868246679960314e-8,1.2881818151285257e-8,9.890203634572685e-9,0.9999996180287574,-2.266329817563142e-7,-0.0009009376379490817,-2.7207209711403553e-7,-2.5998355728291053e-5,-0.10323989692751094,-3.120061173858719e-5,3.0473636335679964e-5,-3.0448886270848716e-5,4.5702524883834574e-5,0.5773478702453246,0.0010557863850894989,0.001286612463054228,-0.001056946061487779,0.05177895305278384,-0.12758801892116262,0.10489083898678993
1.8000000000000005,1.2566379223419634e-8,1.3638351736019585e-8,1.04719803593161e-8,0.9999995702999399,-2.549584941920019e-7,-0.0009539144273965413,-3.060874186353997e-7,-2.924959957515955e-5,-0.10931059430443144,-3.5102963740072837e-5,3.0474334468223422e-5,-3.0448129737263983e-5,4.570310666055932e-5,0.5773464336389056,0.002101761978981997,-0.00010721172480966156,-0.0021018390552266218,-0.041504400313879176,0.010488585617395386,0.20858536765685184
1.9000000000000006,1.3264511835668878e-8,1.4394749760133594e-8,1.105375709106468e-8,0.9999995197666456,-2.849495757925964e-7,-0.0010068890470082612,-3.4210475496484174e-7,-3.269234907059916e-5,-0.11538104332569221,-3.923526764930879e-5,3.0475032600835672e-5,-3.0447373339239872e-5,4.570368843729107e-5,0.577343059937607,-0.0008348930783689934,0.0027617799987595254,0.000836679668759211,-0.037266731749640764,-0.27402432275009464,-0.0830324303393229
2.0000000000000004,1.3962644520806873e-8,1.5151012230294496e-8,1.163553383021387e-8,0.9999994664292182,-3.166061556549209e-7,-0.0010598614970242393,-3.8012422985648137e-7,-3.6326632713026175e-5,-0.12145124403575364,-4.35975681597331e-5,3.047573073352081e-5,-3.044661707676971e-5,4.5704270214030216e-5,0.5773491687945601,-0.0002922739468804784,0.0010886696025982664,0.00029133503086746303,0.04938141162248795,-0.10806377655023966,-0.02891191872614502
2.1000000000000005,1.4660777282933636e-8,1.5907139153174585e-8,1.2217310577158581e-8,0.9999994102880015,-3.4992816286388865e-7,-0.0011128317776844907,-4.20145967068779e-7,-4.015247900920488e-5,-0.12752119647907162,-4.8189909972712324e-5,3.0476428866282938e-5,-3.044586094984683e-5,4.570485199077716e-5,0.5773482791965054,-0.0004213778661933722,0.0014561191094722354,0.0004251863622138792,-0.14996791004744073,-0.14439439228220355,-0.04219530783372611
2.2000000000000006,1.5358910126150364e-8,1.6663130535451233e-8,1.2799087332293203e-8,0.9999993513433392,-3.849155264925053e-7,-0.0011657998892290475,-4.621700903645446e-7,-4.416991647424963e-5,-0.13359090070009752,-5.301233779754506e-5,3.0477126999126154e-5,-3.0445104958464548e-5,4.570543376753229e-5,0.5773430467641305,0.0008427962800468188,0.0027621333918921363,-0.0008457557404706407,0.06159977637179134,-0.2740232683608142,0.08393314401777244
2.3000000000000007,1.6057043054559447e-8,1.7418986383806888e-8,1.3380864096011597e-8,0.9999992895955746,-4.215681756018715e-7,-0.001218765831897959,-5.061967235109458e-7,-4.837897363162697e-5,-0.13966035674327826,-5.806489635146545e-5,3.0477825132054564e-5,-3.0444349102616195e-5,4.570601554429601e-5,0.577348389008243,0.00035310543847675663,0.0014305102128390392,-0.00035701225914538324,0.156575562930015,-0.14186662259591376,0.035429734939550775
